T	1937123.000000
K	AGS Script	GUIControl	-4.710971
K	AGS Script	IsGamePaused	-6.831234
K	AGS Script	IsInterfaceEnabled	-7.236699
K	AGS Script	IsKeyPressed	-5.096633
K	AGS Script	IsSpeechVoxAvailable	-7.929846
K	AGS Script	KeyboardMovement	-7.236699
K	AGS Script	KeyboardMovement_CurrentDirection	-5.983936
K	AGS Script	KeyboardMovement_Directions	-6.543552
K	AGS Script	KeyboardMovement_KeyDown	-6.320409
K	AGS Script	KeyboardMovement_KeyDownLeft	-6.831234
K	AGS Script	KeyboardMovement_KeyDownRight	-6.831234
K	AGS Script	KeyboardMovement_KeyLeft	-6.320409
K	AGS Script	KeyboardMovement_KeyRight	-6.320409
K	AGS Script	KeyboardMovement_KeyStop	-6.831234
K	AGS Script	KeyboardMovement_KeyUp	-6.320409
K	AGS Script	KeyboardMovement_KeyUpLeft	-6.831234
K	AGS Script	KeyboardMovement_KeyUpRight	-6.831234
K	AGS Script	KeyboardMovement_Mode	-6.543552
K	AGS Script	KeyboardMovement_Modes	-6.543552
K	AGS Script	KeyboardMovement_VERSION	-7.929846
K	AGS Script	MouseButton	-4.838804
K	AGS Script	OF	-7.929846
K	AGS Script	PANEL	-7.929846
K	AGS Script	ProcessClick	-7.929846
K	AGS Script	QuitGame	-7.236699
K	AGS Script	RestoreGameSlot	-7.929846
K	AGS Script	SaveGameSlot	-7.929846
K	AGS Script	SetMode	-7.236699
K	AGS Script	SetVoiceMode	-6.543552
K	AGS Script	System.SupportsGammaControl	-7.929846
K	AGS Script	System.Volume	-7.929846
K	AGS Script	W	-7.929846
K	AGS Script	Wait	-6.831234
K	AGS Script	[	-6.138087
K	AGS Script	]	-6.138087
K	AGS Script	appreciate.	-7.929846
K	AGS Script	area	-7.929846
K	AGS Script	as	-7.929846
K	AGS Script	btnAbout_OnClick	-7.929846
K	AGS Script	btnCancelRestore_OnClick	-7.929846
K	AGS Script	btnCancelSave_OnClick	-7.929846
K	AGS Script	btnDeleteSave_OnClick	-7.929846
K	AGS Script	btnIconAbout_Click	-7.929846
K	AGS Script	btnIconCurInv_Click	-7.929846
K	AGS Script	btnIconExit_Click	-7.929846
K	AGS Script	btnIconInv_Click	-7.929846
K	AGS Script	btnIconLoad	-7.929846
K	AGS Script	btnIconLoad_Click	-7.236699
K	AGS Script	btnIconSave	-7.929846
K	AGS Script	btnIconSave_Click	-7.236699
K	AGS Script	btnInvDown_Click	-7.929846
K	AGS Script	btnInvOK_Click	-7.929846
K	AGS Script	btnInvSelect_Click	-7.929846
K	AGS Script	btnInvUp_Click	-7.929846
K	AGS Script	btnLoad_OnClick	-7.929846
K	AGS Script	btnQuit_OnClick	-7.929846
K	AGS Script	btnRestoreGame_OnClick	-7.929846
K	AGS Script	btnResume_OnClick	-7.929846
K	AGS Script	btnSaveGame_OnClick	-7.236699
K	AGS Script	btnSave_OnClick	-7.929846
K	AGS Script	btnVoice.Text	-5.983936
K	AGS Script	btnVoice.Visible	-7.929846
K	AGS Script	button	-4.751793
K	AGS Script	cEgo_Interact	-7.929846
K	AGS Script	cEgo_Look	-7.929846
K	AGS Script	cEgo_Talk	-7.929846
K	AGS Script	cancel	-7.929846
K	AGS Script	close_restore_game_dialog	-6.831234
K	AGS Script	close_save_game_dialog	-6.831234
K	AGS Script	control	-7.929846
K	AGS Script	data	-7.929846
K	AGS Script	dx	-4.934114
K	AGS Script	dy	-4.934114
K	AGS Script	eEventLeaveRoom	-7.929846
K	AGS Script	eKeyCtrlA	-7.929846
K	AGS Script	eKeyCtrlS	-7.929846
K	AGS Script	eKeyCtrlV	-7.929846
K	AGS Script	eKeyCtrlW	-7.929846
K	AGS Script	eKeyCtrlX	-7.929846
K	AGS Script	eKeyEscape	-7.929846
K	AGS Script	eKeyboardMovement_Down	-6.320409
K	AGS Script	eKeyboardMovement_DownLeft	-6.320409
K	AGS Script	eKeyboardMovement_DownRight	-6.320409
K	AGS Script	eKeyboardMovement_Left	-6.320409
K	AGS Script	eKeyboardMovement_None	-7.236699
K	AGS Script	eKeyboardMovement_Pressing	-7.236699
K	AGS Script	eKeyboardMovement_Right	-6.320409
K	AGS Script	eKeyboardMovement_Stop	-5.732622
K	AGS Script	eKeyboardMovement_Tapping	-7.236699
K	AGS Script	eKeyboardMovement_Up	-6.320409
K	AGS Script	eKeyboardMovement_UpLeft	-6.320409
K	AGS Script	eKeyboardMovement_UpRight	-6.320409
K	AGS Script	eModeInteract	-7.929846
K	AGS Script	eModePickup	-7.929846
K	AGS Script	eModePointer	-6.320409
K	AGS Script	eModeTalkto	-7.929846
K	AGS Script	eModeUseinv	-7.236699
K	AGS Script	eModeWalkto	-7.929846
K	AGS Script	eMouseLeft	-6.831234
K	AGS Script	eMouseWheelNorth	-7.929846
K	AGS Script	eNoBlock	-7.236699
K	AGS Script	eSpeechTextOnly	-7.929846
K	AGS Script	eSpeechVoiceAndText	-7.236699
K	AGS Script	eSpeechVoiceOnly	-7.929846
K	AGS Script	else	-4.292260
K	AGS Script	enum	-7.236699
K	AGS Script	event	-7.236699
K	AGS Script	false	-4.985407
K	AGS Script	function	-4.240967
K	AGS Script	gControl_OnClick	-7.929846
K	AGS Script	gIconbar.Visible	-5.627261
K	AGS Script	gInventory.Visible	-7.929846
K	AGS Script	gPanel.Centre	-7.929846
K	AGS Script	gPanel.Visible	-5.983936
K	AGS Script	gRestartYN.Centre	-7.929846
K	AGS Script	gRestartYN.Visible	-7.236699
K	AGS Script	gRestoreGame.Visible	-7.236699
K	AGS Script	gSaveGame.Visible	-7.929846
K	AGS Script	game.debug_mode	-7.929846
K	AGS Script	gameSlotToSaveInto	-6.831234
K	AGS Script	give	-7.929846
K	AGS Script	i	-6.320409
K	AGS Script	if	-3.835502
K	AGS Script	import	-7.929846
K	AGS Script	initialize_control_panel	-7.929846
K	AGS Script	int	-5.096633
K	AGS Script	interface	-7.929846
K	AGS Script	interface_click	-7.929846
K	AGS Script	invCustomInv.ScrollDown	-7.929846
K	AGS Script	invCustomInv.ScrollUp	-7.929846
K	AGS Script	is	-7.929846
K	AGS Script	keyboard	-7.929846
K	AGS Script	keycode	-4.985407
K	AGS Script	lblVoice.Visible	-7.929846
K	AGS Script	lstRestoreGamesList.FillSaveGameList	-7.929846
K	AGS Script	lstRestoreGamesList.SaveGameSlots	-7.929846
K	AGS Script	lstRestoreGamesList.SelectedIndex	-7.236699
K	AGS Script	lstSaveGamesList.FillSaveGameList	-7.929846
K	AGS Script	lstSaveGamesList.ItemCount	-7.236699
K	AGS Script	lstSaveGamesList.Items	-6.831234
K	AGS Script	lstSaveGamesList.SaveGameSlots	-7.236699
K	AGS Script	lstSaveGamesList.SelectedIndex	-6.831234
K	AGS Script	lstSaveGamesList_OnSelectionCh	-7.929846
K	AGS Script	mode	-6.831234
K	AGS Script	mouse.Mode	-6.320409
K	AGS Script	mouse.UseDefaultGraphic	-5.983936
K	AGS Script	mouse.UseModeGraphic	-6.320409
K	AGS Script	mouse.x	-7.929846
K	AGS Script	mouse.y	-7.929846
K	AGS Script	move	-7.929846
K	AGS Script	much	-7.929846
K	AGS Script	newdirection	-4.168646
K	AGS Script	null	-7.929846
K	AGS Script	on_event	-7.929846
K	AGS Script	on_key_press	-7.929846
K	AGS Script	on_mouse_click	-7.929846
K	AGS Script	player.ActiveInventory	-7.929846
K	AGS Script	player.PlaceOnWalkableArea	-7.929846
K	AGS Script	player.StopMoving	-6.831234
K	AGS Script	player.WalkStraight	-7.236699
K	AGS Script	player.on	-7.236699
K	AGS Script	player.x	-7.236699
K	AGS Script	player.y	-7.236699
K	AGS Script	players	-7.929846
K	AGS Script	repeatedly_execute	-7.929846
K	AGS Script	restart.	-7.929846
K	AGS Script	return	-7.236699
K	AGS Script	shortcuts	-7.929846
K	AGS Script	show_inventory_window	-7.929846
K	AGS Script	show_restore_game_dialog	-7.236699
K	AGS Script	show_save_game_dialog	-7.929846
K	AGS Script	sldAudio.Value	-7.929846
K	AGS Script	sldAudio_OnChange	-7.929846
K	AGS Script	sldGamma_OnChange	-7.929846
K	AGS Script	sldVoice.Visible	-7.929846
K	AGS Script	sldVoice_OnChange	-7.929846
K	AGS Script	some	-7.929846
K	AGS Script	standard	-7.929846
K	AGS Script	static	-7.236699
K	AGS Script	struct	-7.929846
K	AGS Script	this	-7.929846
K	AGS Script	to	-7.236699
K	AGS Script	true	-5.531951
K	AGS Script	txtNewSaveName.Text	-6.320409
K	AGS Script	txtNewSaveName_OnActivate	-7.929846
K	AGS Script	very	-7.929846
K	AGS Script	walkable	-7.929846
K	AGS Script	while	-7.929846
K	AGS Script	will	-7.236699
K	AGS Script	you	-7.929846
K	AGS Script	your	-7.929846
K	AGS Script	{	-3.586041
K	AGS Script	||	-5.531951
K	AGS Script	}	-3.560399
K	AMPL	(	-3.988984
K	AMPL	)	-3.988984
K	AMPL	*	-4.276666
K	AMPL	+	-6.068426
K	AMPL	,	-2.667228
K	AMPL	-	-6.068426
K	AMPL	..	-4.969813
K	AMPL	:	-3.123987
K	AMPL	;	-2.602690
K	AMPL	<	-6.068426
K	AMPL	=	-3.072693
K	AMPL	>	-3.765840
K	AMPL	BEAMS	-4.122515
K	AMPL	COLUMNS	-4.276666
K	AMPL	I	-4.122515
K	AMPL	KnapsackBound	-4.969813
K	AMPL	ROWS	-4.276666
K	AMPL	S	-4.969813
K	AMPL	T	-4.969813
K	AMPL	Take	-4.969813
K	AMPL	TotalValue	-6.068426
K	AMPL	Value	-4.969813
K	AMPL	Weight	-4.969813
K	AMPL	WeightLimit	-6.068426
K	AMPL	X	-4.458988
K	AMPL	[	-3.178054
K	AMPL	]	-3.178054
K	AMPL	beam_values	-4.458988
K	AMPL	binary	-6.068426
K	AMPL	critical_area	-4.458988
K	AMPL	critical_limit	-6.068426
K	AMPL	critical_max	-5.375278
K	AMPL	critical_values	-5.375278
K	AMPL	data	-6.068426
K	AMPL	h	-3.072693
K	AMPL	i	-3.123987
K	AMPL	in	-3.123987
K	AMPL	integer	-5.375278
K	AMPL	k	-3.072693
K	AMPL	maximize	-5.375278
K	AMPL	minimize	-4.969813
K	AMPL	num_beams	-5.375278
K	AMPL	num_cols	-5.375278
K	AMPL	num_rows	-5.375278
K	AMPL	param	-3.503476
K	AMPL	s.t.	-6.068426
K	AMPL	set	-4.276666
K	AMPL	subject	-5.375278
K	AMPL	sum	-3.765840
K	AMPL	to	-5.375278
K	AMPL	total_critical_dosage	-6.068426
K	AMPL	total_critical_slack	-6.068426
K	AMPL	total_tumor_dosage	-6.068426
K	AMPL	total_tumor_slack	-6.068426
K	AMPL	tumor_area	-4.458988
K	AMPL	tumor_limit	-6.068426
K	AMPL	tumor_min	-5.375278
K	AMPL	tumor_values	-5.375278
K	AMPL	var	-4.682131
K	AMPL	{	-2.932931
K	AMPL	}	-2.932931
K	API Blueprint	!	-5.216746
K	API Blueprint	#	-4.369448
K	API Blueprint	##	-6.315358
K	API Blueprint	%	-3.319626
K	API Blueprint	'	-6.315358
K	API Blueprint	(	-3.057261
K	API Blueprint	)	-3.057261
K	API Blueprint	**	-6.315358
K	API Blueprint	**API	-6.315358
K	API Blueprint	**Note	-6.315358
K	API Blueprint	**parse**	-6.315358
K	API Blueprint	**real	-6.315358
K	API Blueprint	+	-3.096482
K	API Blueprint	,	-3.542769
K	API Blueprint	-	-3.917463
K	API Blueprint	.	-5.622211
K	API Blueprint	//github.com/apiaryio/drafter	-6.315358
K	API Blueprint	//github.com/apiaryio/drafter#bindings	-6.315358
K	API Blueprint	//raw.github.com/apiaryio/api	-4.929064
K	API Blueprint	:	-2.760010
K	API Blueprint	A	-4.523599
K	API Blueprint	API	-4.118133
K	API Blueprint	API.md	-5.622211
K	API Blueprint	APIs	-6.315358
K	API Blueprint	Action.md	-6.315358
K	API Blueprint	Actions	-5.622211
K	API Blueprint	Actions.md	-5.622211
K	API Blueprint	Advanced	-4.705920
K	API Blueprint	Also	-6.315358
K	API Blueprint	As	-6.315358
K	API Blueprint	Attributes	-5.216746
K	API Blueprint	Attributes.md	-5.216746
K	API Blueprint	Blueprint	-4.705920
K	API Blueprint	Blueprint**	-6.315358
K	API Blueprint	Blueprint**.	-6.315358
K	API Blueprint	Body	-6.315358
K	API Blueprint	Date	-6.315358
K	API Blueprint	FORMAT	-5.216746
K	API Blueprint	Github	-6.315358
K	API Blueprint	Hello	-6.315358
K	API Blueprint	ID.	-6.315358
K	API Blueprint	In	-6.315358
K	API Blueprint	JSON	-6.315358
K	API Blueprint	Markdown	-6.315358
K	API Blueprint	Model	-6.315358
K	API Blueprint	Model.md	-6.315358
K	API Blueprint	Next	-5.622211
K	API Blueprint	One	-6.315358
K	API Blueprint	Parameters	-4.929064
K	API Blueprint	Parameters.md	-6.315358
K	API Blueprint	Previous	-5.622211
K	API Blueprint	Raw	-4.929064
K	API Blueprint	Resource	-4.523599
K	API Blueprint	Response	-4.705920
K	API Blueprint	Retrieves	-6.315358
K	API Blueprint	Simplest	-5.622211
K	API Blueprint	The	-6.315358
K	API Blueprint	This	-4.369448
K	API Blueprint	Time	-6.315358
K	API Blueprint	We	-6.315358
K	API Blueprint	World	-6.315358
K	API Blueprint	[	-3.750409
K	API Blueprint	]	-3.750409
K	API Blueprint	a	-4.369448
K	API Blueprint	about	-6.315358
K	API Blueprint	action	-5.622211
K	API Blueprint	after	-6.315358
K	API Blueprint	also	-6.315358
K	API Blueprint	amount	-6.315358
K	API Blueprint	an	-6.315358
K	API Blueprint	and	-4.118133
K	API Blueprint	another	-5.622211
K	API Blueprint	application/json	-5.216746
K	API Blueprint	apply	-6.315358
K	API Blueprint	apply.	-6.315358
K	API Blueprint	as	-5.622211
K	API Blueprint	attributes	-5.622211
K	API Blueprint	avoid	-6.315358
K	API Blueprint	be	-6.315358
K	API Blueprint	between	-6.315358
K	API Blueprint	bindings	-6.315358
K	API Blueprint	blueprint/master/examples/	-4.929064
K	API Blueprint	body	-5.622211
K	API Blueprint	can	-5.622211
K	API Blueprint	case	-6.315358
K	API Blueprint	code	-6.315358
K	API Blueprint	combined	-6.315358
K	API Blueprint	complementary	-6.315358
K	API Blueprint	contains	-6.315358
K	API Blueprint	coupon	-4.929064
K	API Blueprint	course	-6.315358
K	API Blueprint	created	-6.315358
K	API Blueprint	customer.	-6.315358
K	API Blueprint	demonstrate	-6.315358
K	API Blueprint	demonstrates	-5.622211
K	API Blueprint	describe	-6.315358
K	API Blueprint	description	-6.315358
K	API Blueprint	descriptions.	-6.315358
K	API Blueprint	discount	-5.622211
K	API Blueprint	do	-6.315358
K	API Blueprint	duplicate	-6.315358
K	API Blueprint	duplicates	-6.315358
K	API Blueprint	every	-6.315358
K	API Blueprint	example	-4.705920
K	API Blueprint	examples	-6.315358
K	API Blueprint	explain	-6.315358
K	API Blueprint	fact	-6.315358
K	API Blueprint	false	-5.622211
K	API Blueprint	forget	-6.315358
K	API Blueprint	given	-6.315358
K	API Blueprint	going	-5.622211
K	API Blueprint	how	-5.216746
K	API Blueprint	https	-4.523599
K	API Blueprint	id	-5.216746
K	API Blueprint	in	-4.369448
K	API Blueprint	information	-6.315358
K	API Blueprint	installment	-6.315358
K	API Blueprint	integer	-6.315358
K	API Blueprint	is	-4.369448
K	API Blueprint	it	-5.622211
K	API Blueprint	its	-6.315358
K	API Blueprint	just	-6.315358
K	API Blueprint	keep	-6.315358
K	API Blueprint	longer	-6.315358
K	API Blueprint	message.	-6.315358
K	API Blueprint	method	-6.315358
K	API Blueprint	might	-6.315358
K	API Blueprint	mind	-6.315358
K	API Blueprint	next	-6.315358
K	API Blueprint	no	-6.315358
K	API Blueprint	not	-6.315358
K	API Blueprint	null	-6.315358
K	API Blueprint	number	-4.929064
K	API Blueprint	object	-6.315358
K	API Blueprint	of	-4.929064
K	API Blueprint	off	-5.622211
K	API Blueprint	on	-5.622211
K	API Blueprint	one	-5.622211
K	API Blueprint	opposed	-6.315358
K	API Blueprint	or	-5.216746
K	API Blueprint	output	-6.315358
K	API Blueprint	parser	-6.315358
K	API Blueprint	parser.	-6.315358
K	API Blueprint	percent	-6.315358
K	API Blueprint	percent_off	-6.315358
K	API Blueprint	plain	-6.315358
K	API Blueprint	please	-6.315358
K	API Blueprint	positive	-6.315358
K	API Blueprint	priority	-6.315358
K	API Blueprint	progress	-6.315358
K	API Blueprint	provided	-6.315358
K	API Blueprint	really	-6.315358
K	API Blueprint	redeem_by	-6.315358
K	API Blueprint	redeemed	-6.315358
K	API Blueprint	represents	-6.315358
K	API Blueprint	request	-6.315358
K	API Blueprint	resource	-5.216746
K	API Blueprint	resource.	-6.315358
K	API Blueprint	response	-6.315358
K	API Blueprint	reuse	-6.315358
K	API Blueprint	s	-6.315358
K	API Blueprint	section.	-6.315358
K	API Blueprint	see	-6.315358
K	API Blueprint	seeing	-6.315358
K	API Blueprint	simplest	-6.315358
K	API Blueprint	single	-6.315358
K	API Blueprint	stamp	-6.315358
K	API Blueprint	state	-5.216746
K	API Blueprint	status	-6.315358
K	API Blueprint	string	-4.929064
K	API Blueprint	such	-6.315358
K	API Blueprint	text/plain	-6.315358
K	API Blueprint	that	-5.216746
K	API Blueprint	the	-3.482145
K	API Blueprint	this	-5.622211
K	API Blueprint	through	-6.315358
K	API Blueprint	to	-3.917463
K	API Blueprint	transition	-5.622211
K	API Blueprint	transition.	-6.315358
K	API Blueprint	true	-6.315358
K	API Blueprint	view	-6.315358
K	API Blueprint	want	-6.315358
K	API Blueprint	we	-6.315358
K	API Blueprint	what	-5.622211
K	API Blueprint	which	-6.315358
K	API Blueprint	will	-5.216746
K	API Blueprint	with	-5.216746
K	API Blueprint	written	-6.315358
K	API Blueprint	you	-5.622211
K	API Blueprint	{	-4.929064
K	API Blueprint	}	-4.929064
K	API Blueprint	–	-5.622211
K	APL	!	-7.546446
K	APL	#	-7.546446
K	APL	#.	-6.853299
K	APL	#.DISPLAY	-7.546446
K	APL	#.Files.Dir	-7.546446
K	APL	#.UT.appdir	-6.447834
K	APL	#.UT.expect	-7.546446
K	APL	#.UT.run	-7.546446
K	APL	(	-3.521095
K	APL	)	-3.503395
K	APL	+	-5.061540
K	APL	,	-3.080538
K	APL	-	-5.349222
K	APL	/	-4.907389
K	APL	//tryapl.org/	-7.546446
K	APL	/C	-7.546446
K	APL	/Functions	-7.546446
K	APL	/Page	-7.546446
K	APL	/Z	-7.546446
K	APL	/config	-7.546446
K	APL	/input	-7.546446
K	APL	/lines	-7.546446
K	APL	/usr/local/bin/apl	-7.546446
K	APL	:	-3.341754
K	APL	;	-3.341754
K	APL	</cov>	-7.546446
K	APL	</html>	-7.546446
K	APL	</pre>	-7.546446
K	APL	</style>	-7.546446
K	APL	</uncov>	-6.853299
K	APL	<cov>	-7.546446
K	APL	<html>	-7.546446
K	APL	<meta>	-7.546446
K	APL	<pre>	-7.546446
K	APL	<style>	-7.546446
K	APL	<uncov>	-6.853299
K	APL	=	-5.600536
K	APL	?	-7.546446
K	APL	Argument	-4.250609
K	APL	ArrayRes	-6.160152
K	APL	C	-5.937008
K	APL	CMD	-7.546446
K	APL	COVER_file	-6.160152
K	APL	COVER_step	-6.160152
K	APL	CR	-6.853299
K	APL	CY	-6.853299
K	APL	Cause	-6.853299
K	APL	Code	-6.447834
K	APL	ColorizedCode	-6.447834
K	APL	Colors	-5.467005
K	APL	Conf	-5.148551
K	APL	CoverResult	-5.349222
K	APL	CoverResults	-5.600536
K	APL	CoverageText	-6.447834
K	APL	Covered	-6.160152
K	APL	DM	-7.546446
K	APL	Else	-5.148551
K	APL	ElseIf	-5.937008
K	APL	EndIf	-4.501924
K	APL	EndNameSpace	-7.546446
K	APL	EndTrap	-6.853299
K	APL	Ends	-5.467005
K	APL	FileNS	-6.447834
K	APL	FileNS.	-7.546446
K	APL	FilePath	-6.447834
K	APL	Finishes	-6.853299
K	APL	FromSpace	-5.349222
K	APL	Function	-6.160152
K	APL	FunctionName	-5.937008
K	APL	Functions	-6.447834
K	APL	HEADERS	-6.447834
K	APL	HHMMSS	-6.447834
K	APL	HTML	-6.447834
K	APL	Heading	-6.853299
K	APL	I	-6.853299
K	APL	IO	-6.853299
K	APL	If	-4.455404
K	APL	Indices	-6.447834
K	APL	ListOfNames	-6.853299
K	APL	Middles	-6.853299
K	APL	NA	-7.546446
K	APL	NAPPEND	-7.546446
K	APL	NC	-5.467005
K	APL	NCREATE	-6.853299
K	APL	NERASE	-7.546446
K	APL	NEWLINE	-6.853299
K	APL	NL	-7.546446
K	APL	NS	-6.160152
K	APL	NTIE	-7.546446
K	APL	NameSpace	-7.546446
K	APL	OFF	-7.546446
K	APL	POST_test	-6.160152
K	APL	PRE_test	-6.160152
K	APL	PROFILE	-6.160152
K	APL	Page	-4.773858
K	APL	Parts	-6.853299
K	APL	Percentage	-6.447834
K	APL	ProfileData	-5.600536
K	APL	Qualifiers	-6.853299
K	APL	R	-5.754687
K	APL	RSI	-7.546446
K	APL	Representations	-6.853299
K	APL	Return	-7.546446
K	APL	Rows	-6.447834
K	APL	SE.SALT.Load	-6.447834
K	APL	SH	-7.546446
K	APL	Simple_array	-6.853299
K	APL	Something	-5.937008
K	APL	Starts	-6.853299
K	APL	TEST_step	-5.754687
K	APL	TS	-4.838396
K	APL	Term	-6.853299
K	APL	TestFunctions	-6.160152
K	APL	TestName	-6.853299
K	APL	Test_files	-6.447834
K	APL	Text	-6.160152
K	APL	Timestamp	-6.447834
K	APL	ToCover	-5.754687
K	APL	Total	-6.160152
K	APL	Trap	-6.853299
K	APL	UCS	-6.160152
K	APL	UT	-7.546446
K	APL	W	-5.600536
K	APL	WG	-6.853299
K	APL	YYMMDD	-6.447834
K	APL	You	-7.546446
K	APL	Z	-3.202641
K	APL	[	-4.410952
K	APL	]	-4.410952
K	APL	align_and_join_message_parts	-6.853299
K	APL	at	-7.546446
K	APL	attr	-6.447834
K	APL	bit	-7.546446
K	APL	c	-6.853299
K	APL	can	-6.853299
K	APL	colorize_code_by_coverage	-6.853299
K	APL	config	-6.160152
K	APL	confparam	-6.160152
K	APL	content=	-7.546446
K	APL	covered_lines	-6.447834
K	APL	crash	-6.447834
K	APL	crashed	-5.754687
K	APL	crypto	-7.546446
K	APL	deepak	-6.853299
K	APL	determine_message	-6.853299
K	APL	determine_pass_crash_or_fail	-6.853299
K	APL	erf	-6.853299
K	APL	exception	-6.160152
K	APL	execute_function	-6.853299
K	APL	exists	-7.546446
K	APL	exp	-5.600536
K	APL	expect	-5.937008
K	APL	expect_orig	-6.447834
K	APL	explain	-7.546446
K	APL	expterm	-5.600536
K	APL	fail	-5.937008
K	APL	failure_message	-6.447834
K	APL	file	-7.546446
K	APL	file_test_function	-6.853299
K	APL	filename	-5.754687
K	APL	function	-5.937008
K	APL	functionlines	-6.160152
K	APL	functions	-6.447834
K	APL	generate_cover_result	-6.853299
K	APL	generate_coverage_page	-6.853299
K	APL	generate_html	-6.853299
K	APL	generate_timestamp_text	-6.853299
K	APL	get_file_name	-6.853299
K	APL	get_representation	-6.853299
K	APL	gfa	-7.546446
K	APL	got	-5.600536
K	APL	gotterm	-5.600536
K	APL	has	-6.447834
K	APL	hdr	-5.600536
K	APL	how	-7.546446
K	APL	http	-7.546446
K	APL	in	-6.160152
K	APL	input	-6.853299
K	APL	is_dir	-6.853299
K	APL	is_file	-6.853299
K	APL	is_function	-6.853299
K	APL	is_list_of_functions	-6.853299
K	APL	is_test	-6.853299
K	APL	language	-7.546446
K	APL	lines	-6.160152
K	APL	list_of_functions_test_function	-6.853299
K	APL	load_display_if_not_already_loaded	-6.853299
K	APL	load_salt_scripts_into_current_namespace_if_configured	-6.853299
K	APL	love	-7.546446
K	APL	message	-5.937008
K	APL	much	-7.546446
K	APL	name	-5.467005
K	APL	nc	-5.243861
K	APL	nexpect	-6.447834
K	APL	nexpect_orig	-6.853299
K	APL	not	-7.546446
K	APL	pass	-5.754687
K	APL	print_message_to_screen	-6.853299
K	APL	print_passed_crashed_failed	-6.447834
K	APL	r	-6.447834
K	APL	rep	-5.349222
K	APL	representation	-6.160152
K	APL	reset_UT_globals	-6.853299
K	APL	retrieve_coverables	-6.853299
K	APL	returned	-5.349222
K	APL	rf	-6.853299
K	APL	run	-7.546446
K	APL	run_ut	-6.160152
K	APL	sac	-6.853299
K	APL	script	-7.546446
K	APL	separator	-6.447834
K	APL	single_function_test_function	-6.853299
K	APL	strip	-6.853299
K	APL	suddenly	-7.546446
K	APL	t	-4.550714
K	APL	term_to_text	-6.447834
K	APL	test_dir_function	-6.853299
K	APL	test_files	-6.853299
K	APL	test_files_in_dir	-6.853299
K	APL	this	-6.853299
K	APL	tie	-5.754687
K	APL	time	-5.243861
K	APL	try	-7.546446
K	APL	ut_data	-5.754687
K	APL	write_html_to_page	-6.853299
K	APL	wsIndex	-6.447834
K	APL	z	-6.447834
K	APL	{	-4.179150
K	APL	}	-4.179150
K	APL	¨	-4.410952
K	APL	¯	-5.754687
K	APL	×	-7.546446
K	APL	÷	-7.546446
K	APL	←	-2.199339
K	APL	↑	-4.838396
K	APL	↓	-5.148551
K	APL	∇	-3.326939
K	APL	∊	-7.546446
K	APL	∘	-6.447834
K	APL	∨	-7.546446
K	APL	≠	-5.754687
K	APL	≡	-4.838396
K	APL	≢	-5.937008
K	APL	⊂	-4.112459
K	APL	⊃	-3.739784
K	APL	⊤	-7.546446
K	APL	⋄	-6.447834
K	APL	⌈	-7.546446
K	APL	⌽	-7.546446
K	APL	⍎	-6.447834
K	APL	⍕	-6.447834
K	APL	⍝	-5.754687
K	APL	⍪	-6.447834
K	APL	⍬	-4.179150
K	APL	⍳	-6.447834
K	APL	⍴	-4.501924
K	APL	⍵	-4.602007
K	APL	⍺	-6.447834
K	APL	⎕	-3.403312
K	APL	﻿	-7.546446
K	ASN.1	(	-1.972757
K	ASN.1	)	-1.972757
K	ASN.1	,	-2.452330
K	ASN.1	..	-3.918668
K	ASN.1	:	-2.532373
K	ASN.1	=	-3.225520
K	ASN.1	AUTOMATIC	-5.017280
K	ASN.1	Address	-4.324133
K	ASN.1	BEGIN	-5.017280
K	ASN.1	BOOLEAN	-5.017280
K	ASN.1	CustomerInfo	-4.324133
K	ASN.1	DATE	-5.017280
K	ASN.1	DEFINITIONS	-5.017280
K	ASN.1	END	-5.017280
K	ASN.1	FROM	-5.017280
K	ASN.1	INTEGER	-3.630985
K	ASN.1	Item	-4.324133
K	ASN.1	ListOfItems	-4.324133
K	ASN.1	MyShopPurchaseOrders	-5.017280
K	ASN.1	NumericString	-4.324133
K	ASN.1	OF	-5.017280
K	ASN.1	OPTIONAL	-5.017280
K	ASN.1	PurchaseOrder	-5.017280
K	ASN.1	REAL	-5.017280
K	ASN.1	SEQUENCE	-3.407842
K	ASN.1	SIZE	-3.071370
K	ASN.1	TAGS	-5.017280
K	ASN.1	VisibleString	-3.407842
K	ASN.1	^	-5.017280
K	ASN.1	billingAddress	-5.017280
K	ASN.1	city	-5.017280
K	ASN.1	color	-5.017280
K	ASN.1	companyName	-5.017280
K	ASN.1	contactPhone	-5.017280
K	ASN.1	customer	-5.017280
K	ASN.1	dateOfOrder	-5.017280
K	ASN.1	deliveryTime	-5.017280
K	ASN.1	isTaxable	-5.017280
K	ASN.1	itemCode	-5.017280
K	ASN.1	items	-5.017280
K	ASN.1	power	-5.017280
K	ASN.1	quantity	-5.017280
K	ASN.1	state	-5.017280
K	ASN.1	street	-5.017280
K	ASN.1	unitPrice	-5.017280
K	ASN.1	zipCode	-5.017280
K	ASN.1	{	-3.630985
K	ASN.1	|	-3.407842
K	ASN.1	}	-3.630985
K	ATS	!	-4.216328
K	ATS	#	-8.000517
K	ATS	#define	-8.693664
K	ATS	#else	-8.693664
K	ATS	#include	-7.084226
K	ATS	#then	-8.693664
K	ATS	$	-4.566530
K	ATS	%	-8.000517
